# Pathway	IT7_Abundance
UNINTEGRATED|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	13649.9197954680
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	4251.9833490211
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	11803.3665686535
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	35696.5208003658
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	5148.8294034519
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	15087.3101671383
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	3019.5802803512
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	2824.2761727638
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	7275.5407101111
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	8382.5795980885
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	23033.1993650326
UNINTEGRATED|g__Holdemania.s__Holdemania_filiformis	4875.9763833780
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	4724.1111833512
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	593.9164361306
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	1824.0306482365
PWY-7111: pyruvate fermentation to isobutanol (engineered)	1656.9334705988
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	757.9550693735
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	246.9035073485
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_longum	114.4671595124
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_siraeum	93.1898982376
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	37.8801815363
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_rectale	30.8793756719
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_thermophilus	21.4753259571
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_longicatena	19.1349869618
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_obeum	19.0059611569
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_intestinalis	18.8755353679
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_bromii	14.6951939831
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bifidobacterium.s__Bifidobacterium_bifidum	12.6909739364
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Anaerostipes.s__Anaerostipes_hadrus	11.7965467133
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_ovatus	10.2684348204
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_formicigenerans	9.7345813985
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Clostridiales_noname.s__Bacteroides_pectinophilus	8.9966122484
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_catus	7.9162967424
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	7.7948816397
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_faecis	7.7772953215
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	6.6221024166
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_dorei	5.3673915057
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_ventriosum	4.5926384019
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_salivarius	3.6249215083
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	3.6229002254
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_finegoldii	3.3084272301
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_uniformis	3.2444484653
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_ramulus	2.9210286322
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_comes	2.3274027102
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	2.3145647130
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_caccae	2.2225989126
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_massiliensis	2.1265252065
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_parasanguinis	2.1221225693
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii	2.0810097231
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_parainfluenzae	0.9743781849
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_merdae	0.9722007961
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	1521.2599689499
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	757.9550693735
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	246.9035073485
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_siraeum	78.4784513761
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bifidobacterium.s__Bifidobacterium_longum	60.3092810205
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_rectale	24.3757606253
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_thermophilus	21.4753259571
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Ruminococcus_obeum	18.9051855068
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruminococcus.s__Ruminococcus_bromii	14.6951939831
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Dorea.s__Dorea_formicigenerans	11.6899689015
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Dorea.s__Dorea_longicatena	10.8894442380
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_ovatus	8.7468079587
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Coprococcus.s__Coprococcus_catus	7.9162967424
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_faecis	6.7820739527
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_vulgatus	6.5449409334
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_finegoldii	2.8456822495
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_salivarius	2.6147007570
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_caccae	2.3933476080
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_merdae	1.5622703047
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_massiliensis	1.5048537603
VALSYN-PWY: L-valine biosynthesis	1521.2599689499
VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	757.9550693735
VALSYN-PWY: L-valine biosynthesis|unclassified	246.9035073485
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	78.4784513761
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	60.3092810205
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	45.3423136819
VALSYN-PWY: L-valine biosynthesis|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	37.8801815363
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_rectale	24.3757606253
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	21.4753259571
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Ruminococcus_obeum	18.9051855068
VALSYN-PWY: L-valine biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	14.6951939831
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_intestinalis	14.5753435167
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	13.4941313909
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_formicigenerans	11.6899689015
VALSYN-PWY: L-valine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	11.1322393252
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_longicatena	10.8894442380
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum	10.7688042599
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	8.7468079587
VALSYN-PWY: L-valine biosynthesis|g__Coprococcus.s__Coprococcus_catus	7.9162967424
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	6.8747653185
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_faecis	6.7820739527
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	6.5449409334
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	5.6227857696
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	5.0784877473
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_dorei	4.5231093841
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	2.9210286322
VALSYN-PWY: L-valine biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	2.8766801730
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	2.8456822495
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Ruminococcus_torques	2.7325533820
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2.6147007570
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_caccae	2.3933476080
VALSYN-PWY: L-valine biosynthesis|g__Coprococcus.s__Coprococcus_comes	2.3274027102
VALSYN-PWY: L-valine biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	2.3145647130
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_hallii	1.9692384732
VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	1.5622703047
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	1.5048537603
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_hominis	1.4839995836
VALSYN-PWY: L-valine biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	1.0307358380
PWY-7219: adenosine ribonucleotides de novo biosynthesis	1479.2545194862
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	488.7977781587
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	368.9445781940
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	86.0995326275
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	70.1222148432
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	69.0112162138
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus	62.4560236030
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	39.2435559215
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	23.0870699673
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	19.5933825649
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	18.7123293058
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	18.4526151932
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	17.7607925256
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	16.4871271185
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	14.0229765371
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	12.8283009049
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	12.5004312785
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	11.3124819787
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	11.2463828747
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridiales_noname.s__Bacteroides_pectinophilus	10.8486843992
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_callidus	8.7541448173
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	8.2396159487
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	6.9775955299
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	6.9424158895
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	6.6705580022
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	6.5738749892
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	6.5689400469
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum	6.5513691831
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	6.2584069091
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	5.6417104171
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	5.3000902284
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	5.1224195075
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	4.7854177878
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ventriosum	4.1407667228
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	2.9058057387
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2.6905176890
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Atopobium.s__Atopobium_rimae	2.4381197213
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Holdemania.s__Holdemania_filiformis	2.4331461535
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	1.9531403699
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes	1.7822809129
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	1.4059784654
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	1.3478834896
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	1.2472576121
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_leptum	0.9650220696
PWY-1042: glycolysis IV (plant cytosol)	1379.2292635538
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	542.9252579878
PWY-1042: glycolysis IV (plant cytosol)|unclassified	233.6968928882
PWY-1042: glycolysis IV (plant cytosol)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	24.1970212564
PWY-1042: glycolysis IV (plant cytosol)|g__Anaerostipes.s__Anaerostipes_hadrus	14.2681848673
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_vulgatus	14.0671239920
PWY-1042: glycolysis IV (plant cytosol)|g__Alistipes.s__Alistipes_onderdonkii	13.1132166781
PWY-1042: glycolysis IV (plant cytosol)|g__Collinsella.s__Collinsella_aerofaciens	12.6533762060
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_uniformis	11.9187627818
PWY-1042: glycolysis IV (plant cytosol)|g__Roseburia.s__Roseburia_intestinalis	10.3121539133
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_ovatus	8.4624472786
PWY-1042: glycolysis IV (plant cytosol)|g__Coprococcus.s__Coprococcus_catus	6.4767737685
PWY-1042: glycolysis IV (plant cytosol)|g__Dorea.s__Dorea_formicigenerans	5.5160173826
PWY-1042: glycolysis IV (plant cytosol)|g__Dorea.s__Dorea_longicatena	5.4908409300
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_faecis	5.3624975167
PWY-1042: glycolysis IV (plant cytosol)|g__Ruminococcus.s__Ruminococcus_bromii	5.2202075427
PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_caccae	4.0363055453
PWY-1042: glycolysis IV (plant cytosol)|g__Blautia.s__Ruminococcus_torques	3.8983525867
PWY-6737: starch degradation V	1287.5608158035
PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	522.5883728370
PWY-6737: starch degradation V|unclassified	265.2839329769
PWY-6737: starch degradation V|g__Bifidobacterium.s__Bifidobacterium_longum	69.0559923977
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_siraeum	60.9260689674
PWY-6737: starch degradation V|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	24.0983194598
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_rectale	17.6727794921
PWY-6737: starch degradation V|g__Blautia.s__Ruminococcus_obeum	14.3018935170
PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_intestinalis	12.7407187397
PWY-6737: starch degradation V|g__Ruminococcus.s__Ruminococcus_bromii	9.7601185471
PWY-6737: starch degradation V|g__Collinsella.s__Collinsella_aerofaciens	9.1517651589
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_thermophilus	6.9495362903
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_ramulus	6.2746574300
PWY-6737: starch degradation V|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	5.4185448512
PWY-6737: starch degradation V|g__Anaerostipes.s__Anaerostipes_hadrus	5.3616976657
PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_inulinivorans	4.5041129394
PWY-6737: starch degradation V|g__Dorea.s__Dorea_longicatena	3.6521284533
PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_parainfluenzae	2.1185369464
PWY-6737: starch degradation V|g__Coprococcus.s__Coprococcus_catus	1.6395724589
PWY-6737: starch degradation V|g__Atopobium.s__Atopobium_rimae	1.4344766168
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_hallii	1.4265756154
PWY-6737: starch degradation V|g__Blautia.s__Ruminococcus_torques	1.1945747310
PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_salivarius	1.1573330427
PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_hominis	0.8565310493
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	1282.2594713936
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	635.1680889310
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	153.4502589097
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	67.2192922729
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	52.7464845423
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Eubacterium.s__Eubacterium_rectale	18.0062729168
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Blautia.s__Ruminococcus_obeum	17.3066099839
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	16.0645601955
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Dorea.s__Dorea_longicatena	9.6808089260
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	7.4995702441
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	7.2857168193
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Coprococcus.s__Coprococcus_catus	7.1039060880
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	7.0558887939
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_faecis	5.6419112412
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Dorea.s__Dorea_formicigenerans	4.6183456061
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	2.8391190632
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2.4936213208
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caccae	1.7180084847
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	1.2556328621
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	1.2449929446
PWY-5103: L-isoleucine biosynthesis III	1282.2594713936
PWY-5103: L-isoleucine biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	635.1680889310
PWY-5103: L-isoleucine biosynthesis III|unclassified	137.5510233988
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_siraeum	64.8932448032
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_longum	52.7464845423
PWY-5103: L-isoleucine biosynthesis III|g__Eubacterium.s__Eubacterium_rectale	18.0062729168
PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_obeum	17.0247749982
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_thermophilus	16.0645601955
PWY-5103: L-isoleucine biosynthesis III|g__Dorea.s__Dorea_longicatena	9.5907383180
PWY-5103: L-isoleucine biosynthesis III|g__Ruminococcus.s__Ruminococcus_bromii	7.4995702441
PWY-5103: L-isoleucine biosynthesis III|g__Coprococcus.s__Coprococcus_catus	7.1039060880
PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	6.1280743907
