Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
2021-10-14.Bengtsson-PalmeJ_2015.pathway_abundance,Bengtsson-PalmeJ 2015 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/Bengtsson-PalmeJ_2015/2021-10-14.Bengtsson-PalmeJ_2015.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.Bengtsson-PalmeJ_2015.pathway_coverage,Bengtsson-PalmeJ 2015 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/Bengtsson-PalmeJ_2015/2021-10-14.Bengtsson-PalmeJ_2015.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.Bengtsson-PalmeJ_2015.relative_abundance,Bengtsson-PalmeJ 2015 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/Bengtsson-PalmeJ_2015/2021-10-14.Bengtsson-PalmeJ_2015.relative_abundance.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.gene_families,BrooksB 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.marker_abundance,BrooksB 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.marker_presence,BrooksB 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.pathway_abundance,BrooksB 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.pathway_coverage,BrooksB 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.BrooksB_2017.relative_abundance,BrooksB 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/BrooksB_2017/2021-10-14.BrooksB_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.gene_families,ChengpingW 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.marker_abundance,ChengpingW 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.marker_presence,ChengpingW 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.pathway_abundance,ChengpingW 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.pathway_coverage,ChengpingW 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.ChengpingW_2017.relative_abundance,ChengpingW 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/ChengpingW_2017/2021-10-14.ChengpingW_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.gene_families,CosteaPI 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.marker_abundance,CosteaPI 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.marker_presence,CosteaPI 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.pathway_abundance,CosteaPI 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.pathway_coverage,CosteaPI 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.CosteaPI_2017.relative_abundance,CosteaPI 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/CosteaPI_2017/2021-10-14.CosteaPI_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.gene_families,GopalakrishnanV 2018 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.gene_families.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.marker_abundance,GopalakrishnanV 2018 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.marker_abundance.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.marker_presence,GopalakrishnanV 2018 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.marker_presence.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.pathway_abundance,GopalakrishnanV 2018 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.pathway_coverage,GopalakrishnanV 2018 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.GopalakrishnanV_2018.relative_abundance,GopalakrishnanV 2018 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/GopalakrishnanV_2018/2021-10-14.GopalakrishnanV_2018.relative_abundance.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.gene_families,HallAB 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.marker_abundance,HallAB 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.marker_presence,HallAB 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.pathway_abundance,HallAB 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.pathway_coverage,HallAB 2017 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.HallAB_2017.relative_abundance,HallAB 2017 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HallAB_2017/2021-10-14.HallAB_2017.relative_abundance.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.gene_families,HansenLBS 2018 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.gene_families.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.marker_abundance,HansenLBS 2018 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.marker_abundance.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.marker_presence,HansenLBS 2018 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.marker_presence.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.pathway_abundance,HansenLBS 2018 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.pathway_coverage,HansenLBS 2018 Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.HansenLBS_2018.relative_abundance,HansenLBS 2018 Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HansenLBS_2018/2021-10-14.HansenLBS_2018.relative_abundance.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.gene_families,HMP 2019_ibdmdb Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.gene_families.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.marker_abundance,HMP 2019_ibdmdb Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.marker_abundance.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.marker_presence,HMP 2019_ibdmdb Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.marker_presence.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.pathway_abundance,HMP 2019_ibdmdb Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.pathway_abundance.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.pathway_coverage,HMP 2019_ibdmdb Pathway Coverage,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.pathway_coverage.rda,curatedMetagenomicData
2021-10-14.HMP_2019_ibdmdb.relative_abundance,HMP 2019_ibdmdb Relative Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/HMP_2019_ibdmdb/2021-10-14.HMP_2019_ibdmdb.relative_abundance.rda,curatedMetagenomicData
2021-10-14.IjazUZ_2017.gene_families,IjazUZ 2017 Gene Families,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgCMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.gene_families.rda,curatedMetagenomicData
2021-10-14.IjazUZ_2017.marker_abundance,IjazUZ 2017 Marker Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.marker_abundance.rda,curatedMetagenomicData
2021-10-14.IjazUZ_2017.marker_presence,IjazUZ 2017 Marker Presence,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.marker_presence.rda,curatedMetagenomicData
2021-10-14.IjazUZ_2017.pathway_abundance,IjazUZ 2017 Pathway Abundance,3.14,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-10-14/IjazUZ_2017/2021-10-14.IjazUZ_2017.pathway_abundance.rda,curatedMetagenomicData
