Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
2021-03-31.AsnicarF_2021.pathway_coverage,AsnicarF 2021 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/AsnicarF_2021/2021-03-31.AsnicarF_2021.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.AsnicarF_2021.relative_abundance,AsnicarF 2021 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/AsnicarF_2021/2021-03-31.AsnicarF_2021.relative_abundance.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.gene_families,BackhedF 2015 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.gene_families.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.marker_abundance,BackhedF 2015 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.marker_abundance.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.marker_presence,BackhedF 2015 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.marker_presence.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.pathway_abundance,BackhedF 2015 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.pathway_coverage,BackhedF 2015 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.BackhedF_2015.relative_abundance,BackhedF 2015 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BackhedF_2015/2021-03-31.BackhedF_2015.relative_abundance.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.gene_families,Bengtsson-PalmeJ 2015 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.gene_families.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.marker_abundance,Bengtsson-PalmeJ 2015 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.marker_abundance.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.marker_presence,Bengtsson-PalmeJ 2015 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.marker_presence.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.pathway_abundance,Bengtsson-PalmeJ 2015 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.pathway_coverage,Bengtsson-PalmeJ 2015 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.Bengtsson-PalmeJ_2015.relative_abundance,Bengtsson-PalmeJ 2015 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Bengtsson-PalmeJ_2015/2021-03-31.Bengtsson-PalmeJ_2015.relative_abundance.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.gene_families,BritoIL 2016 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.gene_families.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.marker_abundance,BritoIL 2016 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.marker_abundance.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.marker_presence,BritoIL 2016 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.marker_presence.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.pathway_abundance,BritoIL 2016 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.pathway_coverage,BritoIL 2016 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.BritoIL_2016.relative_abundance,BritoIL 2016 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BritoIL_2016/2021-03-31.BritoIL_2016.relative_abundance.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.gene_families,BrooksB 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.marker_abundance,BrooksB 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.marker_presence,BrooksB 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.pathway_abundance,BrooksB 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.pathway_coverage,BrooksB 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.BrooksB_2017.relative_abundance,BrooksB 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/BrooksB_2017/2021-03-31.BrooksB_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.gene_families,Castro-NallarE 2015 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.gene_families.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.marker_abundance,Castro-NallarE 2015 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.marker_abundance.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.marker_presence,Castro-NallarE 2015 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.marker_presence.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.pathway_abundance,Castro-NallarE 2015 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.pathway_coverage,Castro-NallarE 2015 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.Castro-NallarE_2015.relative_abundance,Castro-NallarE 2015 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/Castro-NallarE_2015/2021-03-31.Castro-NallarE_2015.relative_abundance.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.gene_families,ChengpingW 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.marker_abundance,ChengpingW 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.marker_presence,ChengpingW 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.pathway_abundance,ChengpingW 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.pathway_coverage,ChengpingW 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.ChengpingW_2017.relative_abundance,ChengpingW 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChengpingW_2017/2021-03-31.ChengpingW_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.gene_families,ChngKR 2016 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.gene_families.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.marker_abundance,ChngKR 2016 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.marker_abundance.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.marker_presence,ChngKR 2016 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.marker_presence.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.pathway_abundance,ChngKR 2016 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.pathway_coverage,ChngKR 2016 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.ChngKR_2016.relative_abundance,ChngKR 2016 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/ChngKR_2016/2021-03-31.ChngKR_2016.relative_abundance.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.gene_families,CosteaPI 2017 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.gene_families.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.marker_abundance,CosteaPI 2017 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.marker_abundance.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.marker_presence,CosteaPI 2017 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.marker_presence.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.pathway_abundance,CosteaPI 2017 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.pathway_coverage,CosteaPI 2017 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.pathway_coverage.rda,curatedMetagenomicData
2021-03-31.CosteaPI_2017.relative_abundance,CosteaPI 2017 Relative Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/CosteaPI_2017/2021-03-31.CosteaPI_2017.relative_abundance.rda,curatedMetagenomicData
2021-03-31.DavidLA_2015.gene_families,DavidLA 2015 Gene Families,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,dgTMatrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/DavidLA_2015/2021-03-31.DavidLA_2015.gene_families.rda,curatedMetagenomicData
2021-03-31.DavidLA_2015.marker_abundance,DavidLA 2015 Marker Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/DavidLA_2015/2021-03-31.DavidLA_2015.marker_abundance.rda,curatedMetagenomicData
2021-03-31.DavidLA_2015.marker_presence,DavidLA 2015 Marker Presence,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/DavidLA_2015/2021-03-31.DavidLA_2015.marker_presence.rda,curatedMetagenomicData
2021-03-31.DavidLA_2015.pathway_abundance,DavidLA 2015 Pathway Abundance,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/DavidLA_2015/2021-03-31.DavidLA_2015.pathway_abundance.rda,curatedMetagenomicData
2021-03-31.DavidLA_2015.pathway_coverage,DavidLA 2015 Pathway Coverage,3.13,NA,FASTQ,https://www.ncbi.nlm.nih.gov/sra,NA,NA,NA,FALSE,NCBI,Lucas Schiffer schifferl@bu.edu,matrix,Rda,https://s3.amazonaws.com/experimenthub/,curatedMetagenomicData/2021-03-31/DavidLA_2015/2021-03-31.DavidLA_2015.pathway_coverage.rda,curatedMetagenomicData
